tileid,class,quantile
174676,2,0.164
174677,4,0.988
174678,4,0.973
174679,4,0.968
174681,4,0.957
174687,3,0.863
174688,2,0.144
174692,2,0.218
174693,3,0.892
174695,4,0.995
174697,2,0.291
174698,3,0.848
174699,2,0.168
174700,2,0.337
174701,4,1.0
174702,4,0.953
174703,4,0.985
174704,4,0.993
174705,4,1.0
174706,4,1.0
174707,4,0.976
174708,2,0.151
174709,3,0.654
174710,2,0.309
174711,4,0.967
174712,4,1.0
174713,4,0.989
174714,4,0.989
174715,4,0.974
174716,4,1.0
174717,4,1.0
174718,2,0.275
174719,1,0.066
174860,4,1.0
174861,4,1.0
174862,4,1.0
174868,4,0.999
174869,1,0.034
174870,1,0.067
174873,3,0.858
174884,1,0.009
174890,4,1.0
174891,4,1.0
174892,4,1.0
174893,4,1.0
174894,3,0.555
174937,1,0.072
174938,2,0.206
174939,2,0.203
174940,1,0.045
174944,2,0.457
174945,4,1.0
174946,3,0.575
174947,2,0.2
174959,2,0.268
174960,2,0.309
174962,3,0.821
174963,3,0.605
174966,4,1.0
174969,1,0.015
174970,1,0.018
174974,1,0.019
175011,1,0.033
175016,2,0.353
175017,1,0.042
175082,2,0.395
175083,2,0.371
175084,1,0.051
175085,4,1.0
175086,4,1.0
175087,2,0.366
175089,4,1.0
175090,4,1.0
175091,4,1.0
175092,4,1.0
175093,4,1.0
175094,4,1.0
175095,2,0.342
175096,3,0.681
175097,3,0.641
175098,3,0.531
175099,3,0.558
175100,2,0.184
175101,4,1.0
175102,4,1.0
175103,4,1.0
175104,4,1.0
175105,4,1.0
175106,4,1.0
175107,4,1.0
175108,4,1.0
175109,2,0.5
175110,4,1.0
175111,2,0.145
175125,4,1.0
175126,4,1.0
175127,4,1.0
175128,2,0.361
175129,2,0.293
175130,1,0.042
175136,4,1.0
175137,4,0.962
175138,4,1.0
175139,3,0.794
175140,2,0.118
175141,3,0.839
175142,1,0.004
175143,1,0.027
175144,1,0.0
175145,1,0.091
175146,1,0.002
175147,1,0.003
175148,1,0.008
175149,1,0.007
175150,2,0.266
175151,3,0.825
175152,3,0.818
175339,1,0.047
175342,1,0.006
175343,1,0.047
175351,1,0.003
175352,4,0.979
175357,1,0.064
175367,1,0.0
175377,1,0.044
175382,2,0.401
175385,1,0.033
175386,2,0.184
175387,2,0.202
175391,4,0.999
175392,2,0.28
175393,4,0.995
175394,3,0.753
175395,4,0.99
175396,2,0.222
175397,2,0.198
175400,1,0.008
175401,1,0.029
175406,4,1.0
175407,4,1.0
175408,4,0.987
175410,2,0.21
175411,4,0.978
175414,4,0.993
175415,4,0.989
175416,4,0.991
175417,4,1.0
175418,4,0.943
175419,1,0.068
175420,4,1.0
175421,4,1.0
175422,2,0.253
175423,2,0.178
175424,4,1.0
175425,4,0.987
175426,2,0.301
175568,4,1.0
175573,4,1.0
175574,2,0.265
175575,1,0.033
175577,4,1.0
175578,1,0.044
175579,2,0.313
175581,3,0.683
175583,1,0.014
175595,1,0.06
175597,2,0.145
175598,3,0.819
175599,4,1.0
175600,4,1.0
175601,4,1.0
175602,4,1.0
175603,1,0.02
175628,1,0.061
175629,1,0.009
175630,4,0.985
175631,1,0.037
175632,2,0.426
175647,1,0.097
175648,2,0.462
175652,3,0.508
175653,4,1.0
175654,3,0.605
175655,4,1.0
175661,4,1.0
175667,1,0.013
175668,4,0.909
175669,1,0.042
175672,1,0.012
175674,1,0.004
175678,3,0.661
175681,2,0.259
175682,1,0.089
175683,1,0.049
175684,1,0.051
175685,1,0.092
175697,2,0.202
175699,1,0.007
175787,4,1.0
175788,2,0.261
175789,4,1.0
175792,2,0.319
175793,4,1.0
175794,2,0.339
175795,2,0.382
175796,3,0.894
175797,4,1.0
175799,2,0.33
175800,4,1.0
175801,3,0.825
175802,4,1.0
175803,3,0.842
175804,2,0.365
175805,3,0.663
175806,3,0.521
175807,2,0.392
175808,2,0.345
175809,4,1.0
175810,4,1.0
175811,4,1.0
175812,4,1.0
175813,4,1.0
175814,2,0.39
175815,4,1.0
175816,4,1.0
175817,2,0.461
175818,4,1.0
175819,4,1.0
175833,4,1.0
175834,4,1.0
175835,4,1.0
175836,4,1.0
175837,4,1.0
175838,2,0.442
175839,1,0.041
175846,2,0.239
175847,2,0.372
175848,2,0.361
175849,2,0.253
175850,2,0.38
175851,3,0.831
175852,2,0.232
175853,2,0.155
175855,2,0.173
175856,2,0.366
175857,1,0.097
175858,1,0.054
175859,1,0.003
175860,1,0.058
175861,3,0.771
176047,2,0.16
176050,2,0.352
176058,1,0.0
176076,2,0.217
176077,4,0.983
176093,1,0.017
176094,3,0.654
176095,4,0.982
176096,1,0.076
176097,2,0.233
176098,3,0.877
176099,3,0.839
176100,4,0.994
176105,4,0.992
176107,2,0.21
176109,2,0.355
176110,4,0.975
176111,2,0.265
176114,4,0.939
176115,2,0.202
176116,3,0.806
176117,4,1.0
176118,4,0.992
176119,4,1.0
176120,2,0.18
176121,2,0.195
176122,4,0.992
176123,3,0.873
176124,4,0.93
176125,3,0.659
176126,4,0.978
176127,4,1.0
176128,4,0.965
176129,4,0.988
176130,4,0.983
176131,2,0.37
176132,4,1.0
176133,2,0.263
176134,2,0.26
176277,2,0.151
176278,2,0.116
176287,1,0.019
176288,1,0.043
176289,4,1.0
176290,3,0.806
176298,3,0.706
176299,2,0.3
176300,2,0.147
176301,1,0.012
176303,1,0.006
176306,4,1.0
176307,4,1.0
176308,4,1.0
176309,4,1.0
176310,1,0.095
176317,1,0.003
176360,3,0.715
176361,4,1.0
176362,3,0.549
176363,4,1.0
176366,4,0.999
176367,2,0.352
176375,1,0.034
176377,3,0.634
176379,1,0.035
176388,3,0.538
176389,1,0.045
176390,1,0.053
176391,1,0.001
176392,1,0.049
176393,2,0.212
176395,1,0.005
176493,4,0.999
176494,4,1.0
176495,3,0.666
176496,4,1.0
176497,4,1.0
176498,3,0.829
176500,2,0.45
176501,2,0.458
176502,1,0.092
176503,4,1.0
176504,4,1.0
176507,4,0.98
176509,1,0.031
176510,2,0.268
176511,4,1.0
176512,2,0.391
176513,2,0.103
176514,4,1.0
176515,4,1.0
176516,4,0.925
176517,4,1.0
176518,4,1.0
176519,4,1.0
176520,4,1.0
176521,4,1.0
176522,4,1.0
176523,4,1.0
176524,3,0.845
176525,4,1.0
176526,4,1.0
176527,4,1.0
176528,4,1.0
176529,1,0.017
176542,4,1.0
176543,4,1.0
176544,4,1.0
176545,4,1.0
176546,3,0.819
176547,3,0.858
176557,1,0.041
176558,1,0.084
176559,1,0.085
176560,3,0.777
176561,1,0.041
176562,2,0.363
176563,3,0.891
176564,2,0.25
176565,2,0.235
176566,1,0.003
176567,1,0.001
176569,2,0.112
176570,1,0.037
176757,2,0.303
176758,2,0.174
176766,1,0.002
176801,4,0.975
176802,1,0.07
176804,2,0.32
176805,1,0.072
176806,4,0.994
176807,4,1.0
176808,4,0.91
176809,4,1.0
176810,4,0.996
176812,4,0.981
176815,1,0.093
176816,4,0.983
176818,2,0.349
176819,4,0.961
176820,4,1.0
176822,4,0.994
176823,2,0.116
176824,4,0.979
176825,4,1.0
176826,4,1.0
176828,3,0.867
176829,4,0.987
176830,4,0.988
176831,3,0.896
176832,4,0.984
176833,4,1.0
176834,4,1.0
176835,4,1.0
176836,4,0.917
176837,2,0.14
176838,4,0.984
176839,4,0.982
176840,4,1.0
176841,4,0.944
176842,4,0.973
176843,4,0.995
176844,4,0.944
176845,1,0.017
176984,1,0.012
176986,1,0.008
176987,1,0.0
176998,2,0.23
176999,3,0.502
177000,4,1.0
177001,2,0.305
177002,1,0.038
177004,3,0.831
177005,3,0.521
177006,2,0.214
177007,2,0.155
177008,2,0.339
177009,2,0.222
177010,1,0.041
177011,1,0.02
177012,1,0.045
177013,4,1.0
177014,4,1.0
177015,4,1.0
177016,4,1.0
177017,4,1.0
177018,1,0.069
177053,1,0.013
177055,3,0.552
177057,1,0.06
177061,1,0.051
177062,2,0.112
177064,3,0.66
177068,2,0.176
177069,3,0.662
177070,2,0.239
177071,2,0.44
177072,2,0.482
177081,2,0.261
177082,4,0.925
177083,2,0.157
177084,2,0.223
177085,1,0.043
177086,1,0.02
177089,1,0.007
177095,1,0.002
177096,1,0.02
177097,1,0.065
177101,1,0.044
177102,1,0.049
177106,1,0.097
177112,1,0.018
177114,1,0.07
177115,1,0.049
177116,1,0.026
177186,1,0.029
177200,4,1.0
177201,2,0.367
177202,2,0.5
177203,2,0.111
177204,1,0.04
177205,1,0.038
177206,4,1.0
177209,4,1.0
177219,1,0.055
177220,2,0.246
177222,3,0.838
177223,3,0.519
177224,4,0.907
177225,3,0.531
177226,4,1.0
177227,4,1.0
177228,4,1.0
177229,4,1.0
177230,4,1.0
177231,4,1.0
177232,2,0.484
177233,4,1.0
177234,4,1.0
177235,4,1.0
177236,4,1.0
177237,1,0.047
177238,2,0.269
177249,2,0.188
177250,4,1.0
177251,4,1.0
177252,4,1.0
177253,4,1.0
177254,4,1.0
177255,4,0.957
177269,1,0.045
177270,1,0.084
177271,2,0.126
177272,1,0.001
177273,2,0.158
177274,1,0.037
177275,1,0.004
177276,1,0.013
177277,4,0.907
177278,1,0.008
177461,2,0.151
177462,4,0.981
177464,2,0.231
177465,1,0.055
177466,4,0.981
177488,1,0.093
177510,4,0.962
177513,4,0.98
177515,3,0.897
177516,4,1.0
177517,3,0.785
177518,4,0.916
177521,4,0.986
177524,4,0.995
177525,1,0.047
177527,4,1.0
177528,4,1.0
177529,4,1.0
177530,3,0.819
177531,4,0.992
177532,2,0.181
177533,4,1.0
177536,4,0.952
177537,4,0.987
177539,4,0.909
177540,4,0.925
177541,4,0.998
177543,4,0.999
177545,4,0.994
177546,3,0.774
177551,3,0.896
177552,1,0.007
177692,1,0.033
177693,4,0.933
177694,4,0.943
177695,1,0.091
177696,1,0.049
177697,1,0.015
177699,1,0.012
177700,1,0.063
177710,2,0.138
177711,1,0.062
177712,3,0.772
177713,3,0.778
177714,2,0.345
177715,1,0.055
177716,2,0.363
177717,2,0.291
177718,1,0.027
177719,4,0.921
177720,1,0.036
177721,4,1.0
177722,4,1.0
177723,4,1.0
177724,4,1.0
177725,1,0.077
177726,4,1.0
177733,1,0.016
177734,2,0.141
177735,1,0.081
177750,2,0.399
177759,1,0.003
177762,4,0.998
177763,2,0.206
177766,1,0.096
177767,2,0.131
177768,1,0.069
177773,2,0.298
177774,2,0.165
177775,2,0.218
177776,4,0.928
177777,2,0.153
177778,4,1.0
177779,4,1.0
177780,4,1.0
177781,4,1.0
177782,4,1.0
177783,4,1.0
177785,4,1.0
177787,4,1.0
177788,4,1.0
177789,3,0.782
177790,1,0.046
177791,3,0.881
177792,4,0.91
177793,2,0.141
177795,1,0.024
177796,3,0.688
177797,1,0.03
177801,1,0.01
177806,1,0.031
177807,1,0.006
177808,1,0.0
177809,1,0.008
177810,1,0.051
177811,1,0.059
177812,1,0.026
177813,1,0.052
177814,1,0.023
177838,4,1.0
177839,1,0.002
177842,4,0.998
177907,2,0.339
177908,2,0.234
177911,4,1.0
177912,4,1.0
177913,4,0.962
177914,4,0.943
177916,2,0.106
177923,2,0.281
177927,4,1.0
177928,2,0.282
177930,4,1.0
177931,4,1.0
177932,4,0.945
177933,4,1.0
177934,4,1.0
177935,4,1.0
177936,4,1.0
177937,4,1.0
177938,4,1.0
177939,4,0.999
177940,4,1.0
177941,4,1.0
177942,4,1.0
177943,4,1.0
177944,4,1.0
177945,4,1.0
177946,4,1.0
177947,3,0.867
177948,3,0.705
177949,2,0.373
177957,4,1.0
177958,4,1.0
177959,4,1.0
177960,4,1.0
177961,4,1.0
177962,4,1.0
177963,4,1.0
177978,1,0.013
177979,1,0.004
177980,1,0.086
177981,2,0.146
177982,2,0.336
177983,4,1.0
177984,4,1.0
177985,4,1.0
177986,1,0.074
178168,1,0.007
178169,1,0.004
178170,3,0.888
178171,2,0.261
178172,1,0.072
178185,1,0.019
178197,4,0.988
178218,4,0.986
178221,4,0.988
178223,2,0.188
178224,2,0.221
178225,4,1.0
178226,2,0.13
178227,4,1.0
178233,2,0.364
178235,2,0.221
178236,4,0.988
178237,4,0.998
178238,4,0.957
178240,4,1.0
178241,4,1.0
178242,4,1.0
178243,4,0.927
178244,4,1.0
178247,4,1.0
178249,4,0.98
178250,2,0.367
178251,2,0.392
178252,1,0.057
178253,3,0.851
178254,4,0.93
178257,2,0.256
178258,2,0.243
178259,2,0.252
178260,1,0.016
178395,1,0.053
178396,2,0.166
178397,4,0.964
178398,1,0.058
178399,4,0.969
178400,2,0.109
178401,2,0.104
178402,2,0.312
178403,4,0.968
178404,4,0.988
178405,1,0.052
178406,2,0.465
178408,4,0.993
178409,4,0.992
178432,2,0.253
178433,2,0.17
178439,2,0.29
178440,4,0.962
178441,3,0.836
178442,4,1.0
178443,1,0.037
178456,4,0.984
178457,1,0.047
178463,4,0.942
178467,1,0.044
178468,4,1.0
178469,4,1.0
178471,4,0.93
178473,4,1.0
178474,4,1.0
178476,3,0.516
178479,1,0.025
178482,4,1.0
178483,2,0.337
178484,2,0.237
178485,3,0.533
178486,2,0.243
178487,2,0.25
178488,4,1.0
178490,3,0.647
178492,4,1.0
178494,2,0.213
178495,2,0.312
178496,4,0.931
178497,1,0.076
178498,1,0.016
178503,4,1.0
178504,1,0.006
178505,1,0.013
178508,1,0.094
178511,4,1.0
178512,3,0.884
178513,2,0.219
178522,3,0.714
178523,1,0.034
178527,1,0.014
178533,1,0.094
178536,1,0.064
178537,2,0.447
178547,2,0.319
178549,2,0.238
178550,1,0.06
178551,4,0.932
178572,3,0.505
178607,2,0.451
178616,4,1.0
178621,4,1.0
178623,2,0.362
178624,2,0.362
178625,1,0.096
178634,1,0.092
178635,1,0.023
178636,2,0.186
178637,3,0.721
178638,2,0.333
178639,4,0.999
178640,4,1.0
178641,3,0.86
178642,4,1.0
178643,4,1.0
178644,4,1.0
178645,4,1.0
178646,4,1.0
178647,4,1.0
178648,4,1.0
178649,2,0.493
178650,3,0.738
178652,3,0.88
178653,4,1.0
178654,4,1.0
178655,4,1.0
178656,4,1.0
178657,4,1.0
178658,3,0.82
178665,2,0.202
178666,1,0.076
178667,4,1.0
178668,4,1.0
178669,4,1.0
178670,4,1.0
178671,2,0.405
178686,2,0.245
178689,2,0.33
178690,3,0.827
178692,2,0.344
178693,4,1.0
178694,4,1.0
178875,1,0.007
178876,1,0.001
178877,1,0.008
178878,2,0.122
178879,2,0.189
178880,4,0.981
178894,1,0.017
178919,2,0.449
178925,4,0.984
178926,1,0.034
178930,4,0.907
178934,4,1.0
178935,4,0.997
178936,4,0.961
178937,4,0.98
178939,4,0.978
178940,4,1.0
178941,4,1.0
178942,3,0.689
178943,2,0.221
178945,2,0.214
178946,2,0.304
178947,4,1.0
178948,4,1.0
178949,4,0.978
178950,3,0.803
178951,2,0.248
178952,2,0.247
178955,4,0.996
178956,4,0.995
178958,4,0.92
178962,4,0.983
178965,2,0.199
178966,1,0.029
179103,4,0.949
179107,3,0.522
179108,3,0.868
179109,1,0.03
179110,2,0.201
179111,2,0.141
179112,2,0.33
179113,1,0.061
179117,4,0.987
179118,2,0.119
179119,2,0.106
179145,1,0.003
179146,2,0.114
179147,4,0.991
179148,3,0.896
179149,4,0.984
179150,2,0.196
179151,1,0.017
179163,2,0.332
179164,4,0.946
179166,1,0.042
179167,1,0.04
179168,1,0.0
179175,2,0.212
179176,2,0.493
179177,2,0.22
179178,2,0.316
179179,1,0.055
179180,4,0.934
179181,1,0.062
179182,2,0.159
179184,4,0.927
179185,1,0.001
179186,1,0.045
179189,2,0.165
179190,3,0.791
179194,1,0.099
179196,4,1.0
179197,2,0.344
179198,4,1.0
179201,2,0.214
179203,2,0.267
179210,1,0.016
179211,1,0.03
179212,1,0.002
179213,1,0.006
179218,1,0.019
179237,2,0.23
179244,2,0.235
179245,2,0.227
179251,2,0.428
179255,4,1.0
179256,4,0.969
179258,4,1.0
179259,1,0.095
179260,2,0.243
179275,4,1.0
179326,4,1.0
179331,1,0.04
179332,4,1.0
179333,3,0.712
179336,1,0.082
179338,2,0.421
179343,1,0.042
179345,1,0.009
179346,2,0.167
179347,2,0.431
179348,3,0.876
179349,3,0.531
179350,2,0.419
179351,3,0.52
179352,4,1.0
179353,4,1.0
179354,4,1.0
179355,4,1.0
179356,4,1.0
179357,4,1.0
179358,4,0.939
179361,2,0.298
179362,3,0.876
179363,1,0.012
179373,4,1.0
179374,1,0.08
179375,2,0.127
179376,3,0.78
179378,3,0.899
179398,2,0.162
179399,1,0.056
179400,2,0.291
179401,3,0.895
179402,4,1.0
179583,2,0.216
179584,1,0.03
179585,1,0.062
179586,2,0.141
179587,2,0.293
179613,2,0.467
179618,4,0.977
179619,1,0.042
179631,2,0.448
179633,2,0.144
179634,4,0.984
179643,4,0.991
179646,4,0.997
179647,4,0.995
179648,2,0.201
179649,4,1.0
179650,4,1.0
179651,4,1.0
179652,4,1.0
179653,4,0.925
179654,4,1.0
179655,3,0.811
179656,4,1.0
179657,1,0.024
179658,4,0.995
179659,2,0.154
179660,2,0.238
179661,4,1.0
179663,3,0.7
179664,1,0.05
179665,2,0.321
179670,3,0.802
179671,3,0.846
179672,3,0.799
179673,4,0.951
179674,2,0.368
179675,4,1.0
179677,3,0.713
179678,2,0.248
179811,2,0.362
179813,3,0.549
179816,4,0.963
179821,2,0.29
179822,1,0.046
179825,4,0.995
179826,2,0.14
179827,1,0.02
179828,1,0.004
179854,1,0.012
179855,1,0.0
179858,1,0.018
179859,1,0.016
179860,1,0.05
179861,4,0.956
179870,3,0.547
179871,2,0.345
179872,1,0.04
179873,2,0.326
179874,3,0.558
179875,2,0.324
179876,1,0.008
179881,1,0.058
179882,1,0.059
179883,1,0.075
179884,4,1.0
179885,2,0.327
179886,4,1.0
179887,4,0.925
179888,4,0.95
179889,4,0.949
179891,4,0.933
179892,1,0.051
179893,3,0.849
179895,4,0.936
179896,1,0.065
179897,4,0.94
179898,1,0.061
179899,3,0.805
179902,4,0.946
179903,2,0.201
179905,3,0.593
179909,4,0.999
179915,3,0.579
179918,1,0.005
179920,1,0.078
179921,1,0.015
179923,2,0.104
179924,1,0.012
179925,1,0.072
179926,1,0.015
179944,2,0.318
179945,2,0.123
179958,2,0.32
179964,3,0.847
179965,2,0.472
179966,2,0.278
179967,2,0.264
179968,4,0.99
179983,4,1.0
180030,4,1.0
180033,4,1.0
180034,4,1.0
180040,4,1.0
180041,4,1.0
180042,2,0.289
180048,2,0.426
180052,4,1.0
180054,4,0.923
180055,2,0.389
180056,4,1.0
180057,3,0.6
180058,3,0.522
180059,2,0.437
180060,4,1.0
180061,4,1.0
180062,4,1.0
180063,3,0.823
180064,2,0.385
180080,2,0.445
180083,4,0.992
180085,4,1.0
180086,3,0.86
180107,2,0.437
180108,2,0.287
180109,2,0.202
180110,2,0.124
180111,1,0.076
180291,2,0.247
180293,1,0.066
180294,1,0.012
180295,4,0.91
180297,1,0.087
180327,1,0.014
180341,2,0.445
180345,2,0.261
180346,2,0.176
180347,1,0.022
180348,2,0.13
180349,1,0.074
180350,4,0.998
180351,4,0.992
180352,2,0.282
180353,4,0.987
180354,3,0.815
180355,1,0.024
180356,1,0.015
180357,2,0.246
180358,3,0.831
180359,4,1.0
180360,4,1.0
180361,4,1.0
180362,4,1.0
180363,4,1.0
180364,4,1.0
180365,4,0.939
180366,3,0.817
180367,3,0.868
180368,4,1.0
180369,4,0.943
180370,4,0.994
180371,2,0.261
180372,3,0.842
180373,4,0.991
180379,4,1.0
180380,4,0.998
180381,2,0.155
180382,1,0.007
180383,1,0.073
180384,2,0.351
180385,4,1.0
180386,2,0.22
180482,1,0.006
180518,1,0.03
180519,2,0.162
180521,2,0.363
180522,1,0.093
180523,2,0.334
180524,2,0.225
180525,2,0.236
180528,1,0.059
180529,2,0.351
180530,4,0.967
180533,2,0.348
180534,4,0.994
180535,2,0.121
180536,1,0.057
180537,1,0.002
180539,2,0.371
180568,3,0.512
180569,3,0.886
180570,1,0.062
180578,1,0.085
180579,1,0.083
180581,1,0.075
180582,4,0.956
180583,3,0.536
180590,1,0.058
180591,2,0.256
180592,2,0.226
180595,1,0.075
180597,4,0.942
180598,2,0.258
180599,3,0.829
180602,1,0.07
180604,3,0.879
180605,3,0.881
180606,2,0.233
180607,2,0.234
180608,1,0.068
180615,3,0.72
180623,1,0.026
180626,1,0.007
180628,3,0.746
180634,1,0.065
180664,4,0.998
180667,2,0.283
180668,2,0.234
180669,4,0.937
180670,2,0.297
180673,2,0.195
180674,2,0.15
180675,2,0.159
180692,4,1.0
180737,4,0.973
180738,4,1.0
180741,1,0.061
180743,4,1.0
180748,3,0.527
180749,4,1.0
180750,4,1.0
180757,3,0.527
180760,2,0.114
180761,3,0.835
180762,4,0.93
180763,2,0.362
180765,4,1.0
180766,3,0.781
180767,3,0.544
180768,2,0.422
180769,2,0.427
180770,3,0.573
180771,3,0.558
180772,1,0.008
180779,1,0.007
180780,1,0.0
180787,2,0.379
180788,3,0.815
180816,3,0.896
180817,4,1.0
180818,4,1.0
180819,4,1.0
180820,1,0.024
180998,4,0.981
181001,2,0.294
181002,3,0.831
181005,1,0.065
181027,1,0.051
181028,2,0.357
181035,4,0.983
181051,1,0.067
181053,2,0.193
181055,1,0.02
181056,1,0.047
181057,4,0.986
181060,4,0.984
181061,4,0.995
181064,4,1.0
181065,4,0.999
181066,4,0.994
181067,4,1.0
181068,4,1.0
181070,2,0.34
181071,2,0.222
181072,2,0.194
181073,2,0.349
181074,4,0.964
181075,1,0.079
181076,1,0.1
181077,4,1.0
181078,4,1.0
181079,2,0.267
181080,4,1.0
181081,2,0.352
181082,4,0.996
181084,2,0.247
181088,2,0.324
181089,4,0.996
181090,2,0.165
181091,1,0.048
181092,2,0.247
181093,3,0.871
181094,1,0.071
181095,2,0.202
181226,3,0.781
181227,3,0.882
181228,2,0.279
181230,4,0.956
181232,1,0.059
181233,2,0.363
181237,2,0.378
181238,2,0.118
181239,4,0.936
181240,4,0.991
181241,1,0.049
181243,4,0.942
181244,1,0.013
181261,2,0.249
181262,2,0.151
181263,1,0.049
181277,4,0.906
181278,4,0.96
181279,1,0.011
181285,4,0.958
181286,4,0.962
181288,1,0.067
181289,1,0.068
181290,1,0.06
181298,2,0.255
181299,4,1.0
181300,4,0.999
181301,4,0.934
181304,4,0.952
181305,3,0.891
181307,4,0.942
181313,4,0.941
181315,4,0.951
181316,3,0.853
181330,3,0.803
181331,2,0.161
181335,1,0.013
181339,3,0.679
181341,1,0.076
181342,1,0.032
181371,2,0.274
181372,4,0.942
181375,2,0.173
181376,4,0.913
181377,4,1.0
181378,2,0.252
181379,4,0.9
181380,2,0.159
181396,3,0.792
181397,3,0.793
181400,4,1.0
181445,4,1.0
181458,4,0.932
181465,2,0.393
181467,3,0.558
181469,2,0.423
181470,3,0.759
181471,2,0.397
181472,4,1.0
181473,4,1.0
181474,4,0.967
181475,4,0.91
181476,2,0.419
181477,4,1.0
181478,3,0.624
181479,1,0.05
181480,3,0.789
181481,3,0.851
181482,4,1.0
181483,1,0.047
181487,3,0.869
181488,3,0.758
181489,4,0.963
181495,4,1.0
181496,3,0.896
181497,4,1.0
181499,3,0.521
181524,2,0.103
181525,3,0.899
181526,4,1.0
181527,4,1.0
181528,2,0.401
181708,4,0.999
181709,1,0.07
181713,1,0.009
181729,3,0.501
181742,1,0.005
181743,1,0.005
181763,1,0.098
181770,2,0.251
181772,1,0.082
181773,2,0.194
181774,2,0.433
181775,2,0.241
181776,2,0.25
181777,4,0.993
181778,3,0.829
181779,3,0.838
181780,1,0.013
181781,2,0.239
181782,3,0.885
181783,4,0.911
181784,1,0.071
181785,3,0.897
181786,1,0.032
181787,2,0.176
181788,3,0.809
181789,4,0.976
181791,2,0.261
181792,4,0.997
181793,3,0.88
181794,4,1.0
181795,2,0.423
181796,4,1.0
181797,3,0.854
181798,4,0.991
181799,4,0.991
181800,4,0.996
181801,3,0.698
181802,1,0.014
181803,2,0.181
181804,1,0.003
181934,3,0.512
181935,3,0.863
181936,4,1.0
181937,4,0.995
181942,4,0.991
181943,2,0.252
181944,1,0.061
181945,1,0.061
181946,1,0.067
181951,1,0.047
181952,1,0.022
181958,1,0.045
181959,1,0.037
181961,2,0.477
181970,1,0.068
181971,2,0.478
181984,1,0.083
181985,4,0.98
181986,2,0.257
181989,1,0.046
181992,1,0.016
181993,4,0.998
181994,4,1.0
181996,2,0.159
181997,1,0.036
181998,3,0.562
182005,4,0.949
182006,1,0.062
182007,4,0.957
182008,2,0.256
182009,4,1.0
182011,4,0.915
182013,2,0.243
182014,1,0.087
182017,2,0.291
182018,1,0.024
182019,2,0.247
182022,4,1.0
182023,4,1.0
182024,4,0.943
182026,1,0.095
182031,1,0.051
182035,1,0.084
182041,1,0.023
182042,1,0.021
182046,3,0.569
182047,1,0.038
182048,2,0.254
182049,2,0.238
182050,2,0.204
182081,4,0.901
182082,3,0.534
182084,1,0.098
182085,2,0.246
182086,2,0.477
182087,4,1.0
182088,3,0.776
182089,2,0.304
182090,2,0.138
182091,2,0.155
182095,2,0.129
182110,4,0.914
182149,2,0.374
182150,4,1.0
182166,3,0.837
182172,2,0.471
182175,4,0.974
182177,2,0.141
182178,3,0.782
182179,4,0.939
182180,4,1.0
182181,2,0.406
182182,2,0.373
182184,3,0.877
182185,1,0.01
182186,2,0.155
182187,4,1.0
182188,2,0.494
182189,1,0.045
182190,3,0.617
182191,2,0.202
182192,1,0.009
182195,2,0.453
182196,4,1.0
182197,4,1.0
182198,4,1.0
182199,4,1.0
182200,3,0.792
182201,2,0.326
182203,2,0.26
182204,3,0.555
182205,1,0.045
182207,2,0.137
182208,1,0.034
182232,1,0.047
182233,3,0.812
182234,3,0.556
182235,4,0.915
182236,4,1.0
182416,4,0.948
182437,1,0.006
182450,1,0.038
182451,2,0.235
182467,4,0.997
182478,4,1.0
182479,4,0.992
182482,1,0.099
182483,1,0.058
182484,1,0.052
182485,2,0.272
182486,4,1.0
182487,2,0.303
182488,3,0.865
182489,2,0.282
182490,2,0.317
182491,4,0.997
182492,4,0.905
182493,3,0.763
182494,2,0.101
182495,3,0.872
182496,3,0.766
182497,4,0.962
182498,4,1.0
182499,3,0.899
182500,2,0.18
182501,2,0.151
182502,4,0.915
182503,2,0.374
182504,3,0.737
182505,4,1.0
182506,4,0.999
182507,2,0.225
182508,4,0.912
182509,4,0.9
182510,1,0.07
182511,2,0.109
182512,1,0.083
182643,2,0.12
182644,4,0.923
182645,4,1.0
182646,4,0.957
182648,3,0.533
182649,4,0.953
182651,3,0.587
182652,2,0.131
182653,1,0.001
182654,1,0.049
182660,2,0.352
182661,1,0.013
182678,3,0.559
182679,2,0.478
182690,1,0.076
182691,4,1.0
182692,4,1.0
182693,4,0.911
182694,4,0.991
182695,1,0.018
182696,2,0.184
182697,3,0.815
182703,4,0.965
182704,1,0.021
182705,1,0.02
182706,1,0.059
182707,1,0.062
182713,1,0.033
182715,4,0.95
182716,2,0.251
182717,2,0.356
182718,1,0.03
182719,1,0.042
182720,4,1.0
182721,4,1.0
182725,4,0.964
182726,2,0.224
182727,4,1.0
182730,4,1.0
182731,3,0.599
182732,4,0.926
182733,4,1.0
182734,4,1.0
182748,1,0.03
182749,2,0.152
182750,1,0.044
182751,1,0.008
182754,4,0.957
182755,1,0.035
182756,1,0.086
182757,4,1.0
182758,2,0.364
182759,3,0.552
182760,1,0.003
182761,1,0.011
182789,4,0.952
182790,2,0.331
182791,2,0.293
182792,2,0.288
182793,4,1.0
182794,4,1.0
182795,4,0.998
182796,1,0.021
182797,2,0.171
182798,2,0.351
182799,4,0.927
182800,2,0.13
182801,2,0.112
182802,4,0.909
182803,2,0.257
182804,2,0.172
182805,1,0.061
182806,1,0.053
182850,2,0.123
182852,4,0.999
182880,3,0.794
