tileid,class_1000,quantile_1000,class_rybski,quantile_rybski,class_marco,quantile_marco,class_truth,quantile_truth
177018,1,0.06,1,0.073,1,0.077,1,0.063
177053,1,0.06,1,0.083,1,0.066,2,0.107
177055,2,0.272,2,0.344,2,0.42700000000000005,2,0.284
177057,2,0.165,2,0.139,2,0.141,2,0.124
177061,2,0.18600000000000003,1,0.08800000000000001,2,0.11199999999999999,2,0.106
177062,2,0.111,2,0.11900000000000001,2,0.115,2,0.12300000000000001
177068,2,0.387,2,0.449,3,0.5760000000000001,3,0.758
177069,2,0.41,1,0.057,2,0.488,2,0.35100000000000003
177070,2,0.126,1,0.048,2,0.106,2,0.28
177071,1,0.04,1,0.017,1,0.05,2,0.12300000000000001
177072,2,0.14400000000000002,1,0.024,2,0.19399999999999998,2,0.46799999999999997
177080,1,0.057999999999999996,1,0.085,1,0.063,2,0.105
177082,2,0.14300000000000002,1,0.07200000000000001,1,0.087,2,0.235
177083,1,0.038,1,0.03,1,0.031,1,0.043
177084,2,0.10400000000000001,1,0.023,2,0.131,1,0.06
177085,1,0.08800000000000001,1,0.055999999999999994,1,0.07200000000000001,1,0.064
177086,1,0.064,1,0.096,1,0.073,1,0.086
177089,1,0.038,1,0.016,2,0.11599999999999999,1,0.035
177095,1,0.044000000000000004,1,0.023,1,0.064,1,0.035
177096,1,0.013999999999999999,1,0.012,1,0.017,1,0.038
177097,1,0.076,1,0.03,1,0.028999999999999998,1,0.075
177101,1,0.032,1,0.009000000000000001,1,0.011000000000000001,1,0.021
177102,1,0.067,1,0.011000000000000001,1,0.04,1,0.048
177106,1,0.054000000000000006,1,0.079,2,0.11,1,0.077
177112,1,0.046,1,0.019,1,0.047,1,0.039
177114,4,0.9209999999999999,2,0.34,4,1.0,2,0.455
177115,1,0.013999999999999999,1,0.009000000000000001,1,0.015,1,0.021
177116,1,0.009000000000000001,1,0.011000000000000001,1,0.009000000000000001,1,0.009000000000000001
177186,2,0.131,1,0.067,2,0.21,1,0.09300000000000001
177200,4,0.998,2,0.262,4,1.0,4,1.0
177201,2,0.272,2,0.152,2,0.231,2,0.267
177202,2,0.287,2,0.152,2,0.33,2,0.419
177203,2,0.156,2,0.149,2,0.196,2,0.35100000000000003
177204,1,0.055999999999999994,1,0.042,1,0.046,1,0.051
177205,2,0.38299999999999995,2,0.134,3,0.843,3,0.8640000000000001
177209,4,0.912,2,0.141,4,0.951,4,1.0
177219,2,0.11699999999999999,1,0.049,1,0.055999999999999994,2,0.121
177220,2,0.17600000000000002,1,0.043,1,0.02,2,0.153
177222,1,0.023,1,0.042,2,0.114,2,0.13699999999999998
177223,2,0.19699999999999998,1,0.016,1,0.024,1,0.066
177224,3,0.6409999999999999,1,0.039,1,0.099,2,0.129
177225,2,0.355,1,0.012,1,0.018000000000000002,1,0.046
177226,1,0.021,1,0.011000000000000001,1,0.013000000000000001,1,0.032
177227,1,0.017,1,0.009000000000000001,1,0.043,1,0.042
177228,1,0.016,1,0.016,1,0.013000000000000001,1,0.083
177229,1,0.022000000000000002,1,0.004,1,0.02,1,0.08
177230,1,0.031,1,0.011000000000000001,1,0.079,2,0.136
177231,3,0.7040000000000001,1,0.015,1,0.036000000000000004,2,0.102
177232,3,0.569,1,0.023,1,0.040999999999999995,1,0.048
177233,2,0.42,1,0.047,2,0.149,2,0.22
177234,1,0.034,1,0.038,1,0.032,2,0.285
177235,3,0.5770000000000001,1,0.005,1,0.08800000000000001,2,0.171
177236,3,0.643,1,0.013999999999999999,1,0.025,1,0.073
177237,1,0.013999999999999999,1,0.003,1,0.011000000000000001,1,0.016
177238,2,0.132,1,0.021,1,0.06,2,0.23
177250,4,0.909,1,0.07400000000000001,4,1.0,4,1.0
177251,2,0.184,1,0.048,2,0.233,3,0.537
177252,4,0.9570000000000001,2,0.22,4,0.927,4,1.0
177253,4,1.0,1,0.07,3,0.521,4,0.9490000000000001
177254,3,0.835,2,0.237,4,0.945,4,1.0
177255,4,1.0,2,0.107,4,1.0,4,1.0
177269,2,0.16,1,0.047,1,0.053,1,0.065
177270,2,0.379,2,0.131,2,0.247,2,0.20800000000000002
177271,2,0.18600000000000003,1,0.066,2,0.484,2,0.22699999999999998
177272,1,0.052000000000000005,1,0.024,1,0.053,1,0.054000000000000006
177273,1,0.096,1,0.033,1,0.081,1,0.09300000000000001
177274,1,0.08900000000000001,1,0.059000000000000004,2,0.10300000000000001,1,0.066
177275,1,0.024,2,0.244,1,0.021,1,0.012
177276,2,0.391,2,0.475,2,0.435,1,0.077
177277,2,0.396,1,0.019,1,0.055,2,0.223
177278,1,0.057,1,0.035,1,0.068,1,0.07200000000000001
177461,1,0.065,1,0.047,1,0.095,1,0.079
177462,2,0.39,1,0.1,2,0.363,2,0.272
177464,2,0.45399999999999996,1,0.07200000000000001,2,0.499,2,0.4
177465,2,0.28800000000000003,1,0.068,3,0.5529999999999999,1,0.07
177466,3,0.6709999999999999,2,0.237,3,0.623,2,0.364
177488,2,0.198,1,0.07,2,0.127,2,0.19699999999999998
177510,4,0.902,3,0.6940000000000001,3,0.629,2,0.499
177513,3,0.61,3,0.765,3,0.555,2,0.466
177515,4,0.998,3,0.691,4,0.981,4,0.9990000000000001
177518,2,0.354,1,0.09300000000000001,2,0.49200000000000005,3,0.852
177524,4,0.996,3,0.662,4,0.992,4,1.0
177525,2,0.48200000000000004,1,0.09300000000000001,2,0.475,2,0.462
177527,4,1.0,4,1.0,4,1.0,4,1.0
177528,4,1.0,4,1.0,4,1.0,4,1.0
177529,4,1.0,4,1.0,4,1.0,4,1.0
177530,2,0.151,1,0.092,2,0.184,3,0.586
177531,3,0.875,3,0.757,4,0.956,4,1.0
177532,4,0.963,4,0.995,4,0.997,3,0.654
177536,3,0.541,2,0.10800000000000001,2,0.451,3,0.563
177539,2,0.273,1,0.057999999999999996,2,0.457,2,0.289
177540,3,0.618,2,0.114,2,0.282,2,0.466
177545,3,0.858,2,0.265,3,0.835,4,0.99
177546,3,0.557,2,0.285,3,0.618,3,0.5820000000000001
177551,2,0.365,2,0.109,2,0.19699999999999998,2,0.381
177552,1,0.022000000000000002,1,0.032,1,0.027000000000000003,1,0.02
177692,1,0.038,1,0.033,1,0.092,2,0.10800000000000001
177693,1,0.068,1,0.08,1,0.087,2,0.20600000000000002
177694,2,0.217,1,0.085,2,0.20600000000000002,2,0.41700000000000004
177695,1,0.028999999999999998,1,0.033,1,0.057,1,0.096
177696,2,0.18,1,0.034,1,0.094,2,0.131
177697,2,0.146,1,0.079,1,0.081,2,0.23199999999999998
177699,2,0.10099999999999999,1,0.028999999999999998,2,0.162,2,0.31
177700,2,0.35200000000000004,1,0.035,2,0.377,2,0.335
177710,1,0.025,1,0.044000000000000004,1,0.036000000000000004,1,0.057
177711,1,0.023,1,0.006999999999999999,1,0.018000000000000002,1,0.023
177712,3,0.684,1,0.091,2,0.134,3,0.862
177713,2,0.413,1,0.02,2,0.34,3,0.8059999999999999
177714,2,0.3,2,0.183,2,0.32,3,0.599
177715,2,0.152,1,0.061,2,0.129,2,0.129
177716,2,0.156,2,0.223,2,0.21100000000000002,2,0.261
177717,2,0.461,2,0.168,2,0.45899999999999996,3,0.701
177718,2,0.11699999999999999,1,0.021,1,0.098,1,0.08900000000000001
177719,2,0.102,1,0.042,1,0.055,2,0.21
177720,1,0.011000000000000001,1,0.035,1,0.026000000000000002,1,0.039
177724,2,0.316,1,0.077,2,0.252,3,0.5329999999999999
177725,1,0.038,1,0.005,1,0.025,1,0.017
177733,2,0.223,1,0.071,2,0.446,3,0.531
177734,2,0.45,1,0.025,2,0.114,3,0.7390000000000001
177735,2,0.332,2,0.179,2,0.205,3,0.835
177759,2,0.152,1,0.037000000000000005,2,0.242,2,0.14300000000000002
177762,2,0.262,2,0.127,2,0.445,2,0.308
177763,3,0.8740000000000001,3,0.7390000000000001,4,0.97,3,0.8109999999999999
177766,1,0.015,1,0.021,1,0.018000000000000002,1,0.044000000000000004
177767,2,0.147,1,0.026000000000000002,2,0.125,2,0.10300000000000001
177768,2,0.13699999999999998,1,0.038,2,0.204,2,0.13699999999999998
177773,4,0.966,3,0.8140000000000001,4,0.9840000000000001,4,0.995
177774,1,0.085,1,0.048,2,0.18100000000000002,2,0.102
177775,1,0.084,1,0.048,2,0.18899999999999997,2,0.158
177776,3,0.665,2,0.18100000000000002,2,0.17300000000000001,2,0.384
177777,2,0.11199999999999999,1,0.08800000000000001,2,0.126,2,0.156
177778,2,0.262,2,0.126,3,0.514,4,0.977
177779,2,0.21600000000000003,2,0.11900000000000001,2,0.365,3,0.672
177780,3,0.588,1,0.059000000000000004,2,0.36700000000000005,3,0.7340000000000001
177781,4,0.998,2,0.406,4,1.0,4,1.0
177782,2,0.27899999999999997,2,0.113,3,0.59,3,0.878
177785,2,0.268,2,0.131,3,0.54,3,0.7659999999999999
177787,2,0.27399999999999997,1,0.038,2,0.249,2,0.304
177788,1,0.039,1,0.026000000000000002,1,0.017,1,0.073
177790,1,0.047,1,0.027000000000000003,1,0.059000000000000004,1,0.05
177791,1,0.096,1,0.091,1,0.064,2,0.135
177795,1,0.08800000000000001,1,0.031,1,0.057999999999999996,1,0.08
177796,1,0.081,1,0.052000000000000005,2,0.159,2,0.10400000000000001
177797,1,0.02,1,0.016,1,0.038,1,0.021
177801,2,0.131,1,0.024,1,0.02,1,0.026000000000000002
177806,1,0.068,1,0.013999999999999999,1,0.08900000000000001,1,0.044000000000000004
177807,1,0.025,1,0.008,1,0.015,1,0.012
177808,1,0.006999999999999999,1,0.016,1,0.013000000000000001,1,0.002
177809,1,0.016,1,0.015,1,0.013999999999999999,1,0.018000000000000002
177810,1,0.034,1,0.012,1,0.009000000000000001,1,0.022000000000000002
177811,1,0.02,1,0.01,1,0.025,1,0.026000000000000002
177812,2,0.102,1,0.057,1,0.069,1,0.071
177813,1,0.026000000000000002,1,0.016,1,0.022000000000000002,1,0.03
177814,1,0.036000000000000004,1,0.02,1,0.096,1,0.059000000000000004
177836,2,0.10800000000000001,1,0.061,1,0.059000000000000004,1,0.066
177838,1,0.09699999999999999,1,0.068,2,0.12300000000000001,2,0.207
177839,1,0.013000000000000001,1,0.021,1,0.012,1,0.015
177842,4,0.966,2,0.303,4,0.983,4,0.9990000000000001
177843,3,0.515,1,0.069,3,0.745,2,0.313
177907,2,0.15,1,0.087,3,0.503,2,0.493
177908,1,0.057999999999999996,1,0.025,2,0.249,2,0.132
177911,2,0.35200000000000004,2,0.14800000000000002,2,0.18,2,0.42200000000000004
177912,2,0.262,2,0.161,2,0.195,2,0.43200000000000005
177913,4,1.0,4,1.0,4,1.0,4,1.0
177914,2,0.40700000000000003,1,0.098,3,0.696,3,0.857
177916,2,0.434,2,0.14800000000000002,2,0.21100000000000002,2,0.255
177923,2,0.162,2,0.141,2,0.136,2,0.192
177927,2,0.39399999999999996,2,0.16,3,0.53,2,0.40700000000000003
177928,2,0.13,1,0.063,2,0.18600000000000003,2,0.155
177930,4,0.985,1,0.040999999999999995,2,0.45399999999999996,2,0.486
177931,3,0.6579999999999999,1,0.037000000000000005,2,0.15,3,0.5770000000000001
177932,2,0.26,1,0.047,1,0.07,2,0.14800000000000002
177933,2,0.237,1,0.005,1,0.027999999999999997,1,0.046
177934,1,0.005,1,0.01,1,0.022000000000000002,1,0.052000000000000005
177935,1,0.025,1,0.008,1,0.011000000000000001,1,0.061
177936,1,0.051,1,0.012,1,0.015,1,0.036000000000000004
177937,1,0.085,1,0.008,1,0.049,1,0.051
177938,1,0.012,1,0.009000000000000001,1,0.07400000000000001,1,0.042
177939,3,0.504,1,0.012,1,0.017,1,0.042
177940,2,0.484,1,0.013000000000000001,1,0.01,1,0.028999999999999998
177941,2,0.35100000000000003,1,0.006999999999999999,1,0.013000000000000001,1,0.037000000000000005
177942,2,0.265,1,0.004,1,0.019,1,0.1
177943,2,0.402,1,0.006999999999999999,1,0.016,1,0.059000000000000004
177944,3,0.6,1,0.013000000000000001,1,0.025,2,0.124
177945,1,0.022000000000000002,1,0.006999999999999999,1,0.044000000000000004,2,0.15
177946,3,0.613,1,0.015,1,0.06,2,0.129
177947,3,0.5329999999999999,1,0.054000000000000006,2,0.12300000000000001,2,0.102
177948,2,0.125,1,0.03,1,0.061,2,0.195
177949,2,0.22899999999999998,1,0.049,2,0.309,2,0.258
177957,4,0.9990000000000001,2,0.11,3,0.898,4,1.0
177958,3,0.8859999999999999,1,0.069,4,0.998,4,1.0
177959,2,0.153,1,0.021,1,0.084,2,0.486
177960,4,1.0,2,0.10400000000000001,4,0.988,4,1.0
177961,4,1.0,2,0.129,4,1.0,4,1.0
177962,4,0.987,2,0.22399999999999998,4,1.0,4,1.0
177963,4,1.0,3,0.893,4,1.0,4,1.0
177978,1,0.065,1,0.043,2,0.10300000000000001,1,0.036000000000000004
177979,2,0.193,1,0.038,1,0.071,1,0.05
177980,2,0.259,1,0.055,2,0.266,2,0.348
177981,1,0.069,1,0.040999999999999995,1,0.075,1,0.067
177982,2,0.375,1,0.034,2,0.299,2,0.426
177983,3,0.607,2,0.233,4,0.9790000000000001,4,1.0
177984,4,1.0,2,0.121,2,0.441,3,0.794
177985,2,0.495,1,0.08900000000000001,3,0.71,4,1.0
177986,1,0.055,1,0.053,1,0.059000000000000004,1,0.055999999999999994
178168,1,0.026000000000000002,1,0.024,1,0.04,1,0.027999999999999997
178169,1,0.022000000000000002,1,0.009000000000000001,1,0.013999999999999999,1,0.009000000000000001
178171,2,0.259,1,0.055,2,0.271,2,0.21100000000000002
178172,2,0.156,1,0.08800000000000001,2,0.353,2,0.221
178185,1,0.011000000000000001,1,0.034,1,0.033,1,0.037000000000000005
178218,3,0.748,3,0.772,3,0.7490000000000001,3,0.78
178223,3,0.8190000000000001,2,0.203,3,0.53,3,0.682
178224,3,0.599,3,0.695,3,0.667,3,0.825
178226,2,0.308,2,0.182,2,0.401,2,0.24
178227,4,0.9540000000000001,2,0.19699999999999998,3,0.71,3,0.855
178233,4,0.978,2,0.168,4,0.935,4,0.9179999999999999
178235,3,0.723,2,0.308,3,0.57,3,0.654
178236,3,0.5820000000000001,2,0.457,4,0.943,4,1.0
178237,4,0.998,3,0.591,4,1.0,4,1.0
178238,4,1.0,3,0.615,4,1.0,4,1.0
178243,4,0.9209999999999999,2,0.257,3,0.5720000000000001,3,0.8170000000000001
178244,3,0.579,2,0.239,2,0.449,3,0.779
178250,2,0.198,2,0.121,2,0.28800000000000003,2,0.43700000000000006
178251,2,0.32,2,0.111,2,0.32299999999999995,3,0.595
178252,2,0.23199999999999998,1,0.064,1,0.08800000000000001,2,0.11699999999999999
178253,2,0.282,2,0.114,2,0.474,2,0.39399999999999996
178254,3,0.635,2,0.27,3,0.8490000000000001,3,0.8170000000000001
178257,2,0.172,1,0.076,2,0.179,2,0.255
178258,1,0.05,1,0.052000000000000005,1,0.09,2,0.131
178259,1,0.078,1,0.067,1,0.1,2,0.177
178260,1,0.045,1,0.044000000000000004,1,0.069,1,0.063
178395,2,0.223,1,0.083,2,0.21600000000000003,2,0.19
178396,2,0.135,1,0.037000000000000005,1,0.066,2,0.299
178397,3,0.573,1,0.036000000000000004,3,0.529,4,0.912
178398,1,0.06,1,0.08199999999999999,1,0.09300000000000001,2,0.20800000000000002
178399,3,0.512,1,0.084,2,0.146,3,0.526
178400,1,0.073,1,0.023,1,0.051,1,0.066
178401,1,0.013000000000000001,1,0.011000000000000001,1,0.013000000000000001,1,0.027000000000000003
178402,2,0.18600000000000003,1,0.055999999999999994,2,0.215,2,0.28300000000000003
178403,2,0.10800000000000001,1,0.040999999999999995,2,0.23800000000000002,3,0.7659999999999999
178404,3,0.667,3,0.5479999999999999,4,0.9309999999999999,4,1.0
178405,1,0.012,1,0.013000000000000001,1,0.017,1,0.037000000000000005
178408,2,0.23600000000000002,1,0.096,2,0.233,3,0.61
178409,3,0.504,1,0.08800000000000001,2,0.141,3,0.52
178432,2,0.41,2,0.37799999999999995,2,0.31,2,0.252
178440,3,0.8240000000000001,2,0.289,3,0.763,4,0.998
178441,4,1.0,2,0.29100000000000004,4,0.943,4,1.0
178442,4,0.99,2,0.275,4,0.9990000000000001,4,1.0
178443,1,0.018000000000000002,1,0.016,1,0.037000000000000005,1,0.054000000000000006
178456,2,0.153,1,0.095,2,0.235,2,0.46799999999999997
178457,2,0.151,2,0.16699999999999998,2,0.243,2,0.221
178467,1,0.053,1,0.024,1,0.062,1,0.051
178468,2,0.192,2,0.127,2,0.425,3,0.5329999999999999
178469,2,0.20600000000000002,1,0.094,2,0.214,2,0.281
178471,3,0.89,2,0.42,3,0.6779999999999999,4,0.977
178473,3,0.521,2,0.41600000000000004,3,0.534,3,0.883
178474,3,0.8109999999999999,2,0.40299999999999997,3,0.87,4,0.953
178479,3,0.718,2,0.172,2,0.198,2,0.21600000000000003
178482,4,1.0,3,0.828,4,1.0,4,1.0
178483,2,0.184,2,0.11199999999999999,2,0.36700000000000005,2,0.44799999999999995
178484,2,0.287,2,0.121,2,0.191,2,0.355
178485,3,0.81,1,0.096,3,0.696,3,0.5760000000000001
178486,3,0.629,2,0.131,2,0.391,3,0.653
178487,2,0.254,1,0.046,2,0.183,2,0.11900000000000001
178488,3,0.8390000000000001,2,0.159,2,0.369,3,0.8059999999999999
178490,3,0.8759999999999999,1,0.086,2,0.461,2,0.467
178494,2,0.22699999999999998,1,0.07200000000000001,2,0.19,2,0.23199999999999998
178495,2,0.185,1,0.086,2,0.113,1,0.08900000000000001
178497,2,0.132,1,0.04,2,0.10099999999999999,2,0.138
178498,1,0.094,1,0.061,1,0.057999999999999996,1,0.073
178503,4,0.968,1,0.073,2,0.20199999999999999,2,0.426
178504,1,0.062,1,0.022000000000000002,1,0.052000000000000005,1,0.07400000000000001
178505,1,0.035,1,0.006,1,0.035,1,0.037000000000000005
178511,2,0.257,1,0.027000000000000003,2,0.38,2,0.401
178512,1,0.025,1,0.013000000000000001,1,0.016,1,0.054000000000000006
178513,1,0.091,1,0.017,1,0.034,2,0.105
178522,1,0.057999999999999996,1,0.055999999999999994,2,0.168,2,0.255
178523,1,0.03,1,0.016,1,0.042,1,0.062
178527,1,0.04,1,0.027000000000000003,1,0.033,1,0.039
178533,2,0.182,2,0.225,2,0.235,2,0.27899999999999997
178536,2,0.136,1,0.05,2,0.183,2,0.11900000000000001
178537,3,0.8540000000000001,2,0.245,2,0.414,3,0.794
178547,2,0.121,1,0.081,1,0.068,2,0.19399999999999998
178549,1,0.055999999999999994,1,0.022000000000000002,1,0.071,2,0.109
178550,2,0.133,1,0.062,2,0.28800000000000003,2,0.409
178551,2,0.249,1,0.038,2,0.22699999999999998,3,0.507
178572,2,0.40700000000000003,2,0.113,2,0.42100000000000004,2,0.35700000000000004
178616,2,0.41600000000000004,2,0.225,3,0.868,4,0.9890000000000001
178621,4,0.998,2,0.259,3,0.527,3,0.815
178623,2,0.376,1,0.071,2,0.21899999999999997,2,0.354
178624,2,0.345,2,0.155,2,0.187,2,0.376
178625,2,0.414,2,0.15,2,0.287,2,0.36200000000000004
178634,2,0.268,2,0.13699999999999998,2,0.223,2,0.225
178635,2,0.259,2,0.149,2,0.226,2,0.14300000000000002
178636,2,0.276,1,0.012,1,0.019,1,0.046
178637,1,0.006999999999999999,1,0.012,1,0.038,1,0.053
178638,1,0.09,1,0.04,2,0.105,2,0.14400000000000002
178640,3,0.6459999999999999,1,0.068,3,0.6829999999999999,3,0.665
178641,2,0.188,1,0.051,1,0.04,2,0.114
178642,1,0.008,1,0.013999999999999999,1,0.03,1,0.046
178643,1,0.02,1,0.013999999999999999,1,0.027999999999999997,1,0.059000000000000004
178644,1,0.015,1,0.009000000000000001,1,0.013000000000000001,1,0.057999999999999996
178645,1,0.011000000000000001,1,0.011000000000000001,1,0.015,1,0.07
178646,1,0.04,1,0.012,1,0.049,1,0.092
178647,1,0.076,1,0.01,1,0.043,1,0.079
178648,1,0.021,1,0.01,1,0.062,1,0.079
178649,2,0.23800000000000002,1,0.006,1,0.021,1,0.066
178650,2,0.228,1,0.065,2,0.105,2,0.262
178651,1,0.099,1,0.071,2,0.132,1,0.096
178652,2,0.133,1,0.018000000000000002,1,0.017,1,0.083
178653,1,0.021,1,0.013000000000000001,1,0.037000000000000005,2,0.16
178654,2,0.134,1,0.051,1,0.07,2,0.222
178655,3,0.706,1,0.013999999999999999,1,0.083,1,0.09699999999999999
178656,3,0.838,1,0.008,1,0.09699999999999999,2,0.17300000000000001
178657,4,0.9390000000000001,1,0.013000000000000001,1,0.036000000000000004,1,0.091
178658,1,0.049,1,0.044000000000000004,1,0.035,1,0.08800000000000001
178665,2,0.428,2,0.165,2,0.289,3,0.787
178666,1,0.046,4,1.0,1,0.065,1,0.040999999999999995
178667,2,0.18100000000000002,1,0.02,1,0.063,2,0.114
178668,4,0.997,1,0.099,3,0.542,4,1.0
178669,4,1.0,3,0.6,4,1.0,4,1.0
178670,4,1.0,4,0.9079999999999999,4,1.0,4,1.0
178671,4,0.9490000000000001,3,0.892,4,0.93,4,0.991
178686,3,0.564,1,0.1,3,0.637,4,0.998
178689,2,0.20600000000000002,1,0.042,1,0.081,1,0.09699999999999999
178690,1,0.05,1,0.034,2,0.114,2,0.142
178692,3,0.545,2,0.21100000000000002,3,0.514,2,0.36700000000000005
178693,3,0.8759999999999999,2,0.188,4,0.9590000000000001,3,0.757
178694,2,0.348,2,0.11599999999999999,3,0.618,4,0.9359999999999999
178875,1,0.062,1,0.048,1,0.047,1,0.048
178876,1,0.006,1,0.008,1,0.009000000000000001,1,0.001
178877,1,0.045,1,0.019,1,0.059000000000000004,1,0.023
178878,1,0.098,1,0.040999999999999995,2,0.11699999999999999,1,0.049
178879,2,0.473,1,0.09300000000000001,2,0.174,2,0.128
178894,2,0.165,2,0.105,2,0.11800000000000001,2,0.107
178919,2,0.302,1,0.051,2,0.34299999999999997,2,0.10400000000000001
178926,1,0.07200000000000001,1,0.08199999999999999,2,0.10300000000000001,2,0.109
178927,4,1.0,3,0.56,4,1.0,4,0.9790000000000001
178935,4,0.997,2,0.187,3,0.7490000000000001,3,0.8240000000000001
178936,2,0.369,2,0.11,2,0.214,2,0.316
178937,2,0.342,2,0.11,3,0.534,2,0.389
178939,4,1.0,4,0.983,4,0.945,4,0.991
178940,4,0.9990000000000001,4,1.0,4,1.0,4,1.0
178941,4,1.0,4,0.976,4,1.0,4,1.0
178942,3,0.7390000000000001,3,0.725,3,0.557,3,0.895
178943,3,0.8640000000000001,3,0.763,3,0.866,4,0.9159999999999999
178945,2,0.204,1,0.073,2,0.28800000000000003,2,0.254
178946,3,0.735,2,0.16699999999999998,2,0.452,2,0.395
178949,2,0.166,1,0.085,2,0.327,2,0.435
178950,3,0.551,2,0.245,3,0.5670000000000001,3,0.71
178951,2,0.107,1,0.079,2,0.127,2,0.134
178952,2,0.12,1,0.055,2,0.205,2,0.165
178958,2,0.39799999999999996,2,0.10400000000000001,2,0.32299999999999995,2,0.41100000000000003
178965,2,0.196,1,0.099,2,0.261,2,0.151
178966,1,0.095,1,0.09,2,0.114,1,0.096
178967,2,0.386,2,0.10300000000000001,2,0.479,3,0.701
179069,2,0.222,2,0.10400000000000001,2,0.225,2,0.19
179103,2,0.23199999999999998,2,0.138,2,0.21100000000000002,3,0.503
179107,2,0.242,2,0.16899999999999998,3,0.593,3,0.7070000000000001
179108,3,0.815,2,0.201,2,0.14400000000000002,3,0.5720000000000001
179109,1,0.069,1,0.086,2,0.205,2,0.307
179110,2,0.19,1,0.085,1,0.1,2,0.34299999999999997
179111,2,0.124,1,0.043,2,0.293,2,0.226
179112,2,0.442,2,0.21100000000000002,2,0.26,3,0.654
179113,2,0.147,1,0.013999999999999999,1,0.035,1,0.1
179117,4,0.9520000000000001,2,0.14800000000000002,4,0.9990000000000001,3,0.863
179118,1,0.062,1,0.032,1,0.094,2,0.139
179119,1,0.036000000000000004,1,0.028999999999999998,1,0.053,2,0.111
179145,2,0.222,1,0.076,1,0.057,1,0.055
179146,1,0.1,1,0.055999999999999994,2,0.282,3,0.648
179147,4,0.9990000000000001,4,0.995,4,1.0,4,1.0
179148,4,0.997,4,0.9990000000000001,4,0.92,4,1.0
179149,4,0.988,4,0.924,4,0.95,4,1.0
179150,2,0.382,2,0.179,4,0.927,4,0.9259999999999999
179151,1,0.035,1,0.021,1,0.027000000000000003,1,0.012
179163,2,0.20800000000000002,2,0.146,2,0.381,3,0.624
179166,2,0.152,1,0.015,1,0.07200000000000001,2,0.27899999999999997
179167,1,0.067,1,0.021,1,0.07200000000000001,1,0.063
179168,1,0.016,1,0.013000000000000001,1,0.001,1,0.008
179175,2,0.204,1,0.068,1,0.09699999999999999,2,0.102
179176,2,0.182,1,0.022000000000000002,2,0.16899999999999998,2,0.17300000000000001
179177,2,0.147,1,0.042,2,0.13699999999999998,2,0.14400000000000002
179178,1,0.08199999999999999,1,0.049,1,0.049,2,0.18
179179,2,0.153,2,0.106,2,0.179,2,0.251
179180,2,0.231,1,0.08199999999999999,2,0.13699999999999998,2,0.385
179181,2,0.19899999999999998,1,0.095,2,0.158,2,0.29
179182,2,0.20800000000000002,1,0.07,2,0.207,2,0.16399999999999998
179184,1,0.094,1,0.036000000000000004,1,0.067,2,0.151
179185,2,0.102,1,0.085,1,0.09300000000000001,1,0.078
179186,1,0.075,1,0.068,1,0.09699999999999999,2,0.14400000000000002
179190,3,0.653,2,0.4,3,0.504,3,0.833
179194,3,0.8540000000000001,3,0.892,3,0.857,3,0.799
179196,4,1.0,4,1.0,4,1.0,4,1.0
179197,4,0.9940000000000001,2,0.461,3,0.7879999999999999,3,0.892
179198,4,1.0,3,0.505,4,1.0,4,0.998
179201,2,0.23800000000000002,1,0.091,2,0.349,2,0.187
179203,3,0.503,2,0.171,2,0.48200000000000004,2,0.406
179204,4,1.0,4,1.0,4,1.0,4,1.0
179210,2,0.102,1,0.023,1,0.087,1,0.057
179211,1,0.099,1,0.040999999999999995,1,0.083,1,0.052000000000000005
179212,2,0.187,2,0.113,1,0.068,2,0.195
179213,1,0.059000000000000004,1,0.022000000000000002,1,0.07200000000000001,1,0.059000000000000004
179218,1,0.07400000000000001,1,0.033,1,0.043,1,0.046
179237,2,0.136,2,0.166,2,0.281,2,0.11599999999999999
179244,2,0.203,1,0.013999999999999999,1,0.026000000000000002,1,0.076
179245,3,0.868,2,0.23399999999999999,1,0.09,2,0.373
179251,2,0.345,2,0.205,2,0.177,2,0.43700000000000006
179255,3,0.894,4,0.943,4,1.0,4,1.0
179256,4,1.0,4,1.0,4,1.0,4,1.0
179258,2,0.174,1,0.038,1,0.011000000000000001,2,0.11199999999999999
179259,2,0.207,1,0.062,1,0.051,2,0.113
179260,2,0.21600000000000003,1,0.018000000000000002,1,0.01,1,0.048
179275,2,0.16899999999999998,1,0.069,2,0.2,2,0.157
179326,4,1.0,1,0.038,3,0.777,3,0.633
179331,2,0.192,1,0.07,2,0.136,2,0.23399999999999999
179332,2,0.22,1,0.054000000000000006,2,0.126,2,0.265
179333,2,0.165,1,0.043,2,0.149,2,0.177
179336,2,0.106,2,0.152,1,0.099,2,0.135
179338,2,0.491,2,0.265,3,0.728,2,0.391
179343,2,0.213,1,0.062,2,0.10400000000000001,2,0.136
179345,1,0.054000000000000006,1,0.013000000000000001,1,0.019,1,0.028999999999999998
179346,2,0.187,1,0.013999999999999999,1,0.032,1,0.037000000000000005
179347,2,0.179,1,0.061,1,0.08800000000000001,2,0.203
179348,2,0.11800000000000001,1,0.039,2,0.21899999999999997,2,0.138
179349,2,0.34299999999999997,1,0.012,1,0.012,1,0.064
179350,1,0.004,1,0.01,1,0.023,1,0.040999999999999995
179351,1,0.016,1,0.017,1,0.033,1,0.055
179352,1,0.028999999999999998,1,0.01,1,0.018000000000000002,1,0.062
